"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE9APPCA","2023.09",5.672,"FINAL","Percentage points contribution annual","All groups","All groups"
"CPIQ.SE9APPCP","2023.09",1.763,"FINAL","Percentage points contribution quarterly","All groups","All groups"
"CPIQ.SE9DNDC","2023.09",-0.7,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price percentage points contribution"
"CPIQ.SE9DNDE","2023.09",20.5,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price percentage of expenditure weight"
"CPIQ.SE9DNDI","2023.09",-8.7,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price Index points contribution"
"CPIQ.SE9DNDN","2023.09",185,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price number of items"
"CPIQ.SE9DNDP","2023.09",28.5,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price percentage of items"
"CPIQ.SE9DNDW","2023.09",3.5,"FINAL","Distribution of national item-level index movements",NA,"Decrease in price weighted average price increase"
"CPIQ.SE9DNIC","2023.09",2.5,"FINAL","Distribution of national item-level index movements",NA,"Increase in price percentage points contribution"
"CPIQ.SE9DNIE","2023.09",73.5,"FINAL","Distribution of national item-level index movements",NA,"Increase in price percentage of expenditure weight"
"CPIQ.SE9DNII","2023.09",30.5,"FINAL","Distribution of national item-level index movements",NA,"Increase in price Index points contribution"
"CPIQ.SE9DNIN","2023.09",378,"FINAL","Distribution of national item-level index movements",NA,"Increase in price number of items"
"CPIQ.SE9DNIP","2023.09",58.2,"FINAL","Distribution of national item-level index movements",NA,"Increase in price percentage of items"
"CPIQ.SE9DNIW","2023.09",3.4,"FINAL","Distribution of national item-level index movements",NA,"Increase in price weighted average price increase"
"CPIQ.SE9DNNE","2023.09",6,"FINAL","Distribution of national item-level index movements",NA,"No change in price percentage of expenditure weight"
"CPIQ.SE9DNNN","2023.09",86,"FINAL","Distribution of national item-level index movements",NA,"No change in price number of items"
"CPIQ.SE9DNNP","2023.09",13.3,"FINAL","Distribution of national item-level index movements",NA,"No change in price percentage of items"
"CPIQ.SE9NS1010",NA,NA,NA,"Non-standard series",NA,"All groups less housing"
"CPIQ.SE9NS1080","2023.09",1254,"FINAL","Non-standard series",NA,"All groups less credit services subgroup"
"CPIQ.SE9NS1120","2023.09",1257,"FINAL","Non-standard series",NA,"All groups less central and local government charges(1)"
"CPIQ.SE9NS1130","2023.09",1258,"FINAL","Non-standard series",NA,"All groups – goods component(1)"
"CPIQ.SE9NS1140","2023.09",1242,"FINAL","Non-standard series",NA,"All groups – services component(1)"
"CPIQ.SE9NS1150","2023.09",1244,"FINAL","Non-standard series",NA,"All groups plus interest"
"CPIQ.SE9NS1160","2023.09",1253,"FINAL","Non-standard series",NA,"All groups CPI - seasonally unadjusted"
"CPIQ.SE9NS1200","2023.09",1244,"FINAL","Non-standard series",NA,"All groups less food group"
"CPIQ.SE9NS1210","2023.09",1247,"FINAL","Non-standard series",NA,"All groups less alcoholic beverages and tobacco group"
"CPIQ.SE9NS1220","2023.09",1262,"FINAL","Non-standard series",NA,"All groups less clothing and footwear group"
"CPIQ.SE9NS1230","2023.09",1225,"FINAL","Non-standard series",NA,"All groups less housing and household utilities group"
"CPIQ.SE9NS1240","2023.09",1257,"FINAL","Non-standard series",NA,"All groups less household contents and services group"
"CPIQ.SE9NS1250","2023.09",1258,"FINAL","Non-standard series",NA,"All groups less health group"
"CPIQ.SE9NS1260","2023.09",1247,"FINAL","Non-standard series",NA,"All groups less transport group"
"CPIQ.SE9NS1270","2023.09",1267,"FINAL","Non-standard series",NA,"All groups less communication group"
"CPIQ.SE9NS1280","2023.09",1259,"FINAL","Non-standard series",NA,"All groups less recreation and culture group"
"CPIQ.SE9NS1290","2023.09",1257,"FINAL","Non-standard series",NA,"All groups less education group"
"CPIQ.SE9NS1300","2023.09",1254,"FINAL","Non-standard series",NA,"All groups less miscellaneous goods and services group"
"CPIQ.SE9NS1310","2023.09",1226,"FINAL","Non-standard series",NA,"All groups less housing and household utilities group and credit services subgroup"
"CPIQ.SE9NS1400","2023.09",1231,"FINAL","Non-standard series",NA,"All groups less purchase of new housing class"
"CPIQ.SE9NS1410","2023.09",1247,"FINAL","Non-standard series",NA,"All groups less household energy subgroup and vehicle fuels(2)"
"CPIQ.SE9NS1420","2023.09",1242,"FINAL","Non-standard series",NA,"All groups less vehicle fuels(2)"
"CPIQ.SE9NS1430","2023.09",1230,"FINAL","Non-standard series",NA,"All groups less food group and vehicle fuels"
"CPIQ.SE9NS1440","2023.09",1244,"FINAL","Non-standard series",NA,"All groups less petrol class"
"CPIQ.SE9NS1450","2023.09",1235,"FINAL","Non-standard series",NA,"All groups less food group, household energy subgroup, and"
"CPIQ.SE9NS1460","2023.09",1252,"FINAL","Non-standard series",NA,"All groups less International travel"
"CPIQ.SE9NS1470","2023.09",1255,"FINAL","Non-standard series",NA,"All groups less alcoholic beverages subgroup"
"CPIQ.SE9NS1480","2023.09",1245,"FINAL","Non-standard series",NA,"All groups less cigarettes and tobacco subgroup"
"CPIQ.SE9NS1500","2023.09",1256,"FINAL","Non-standard series",NA,"All groups less rentals for housing subgroup"
"CPIQ.SE9NS1510","2023.09",1232,"FINAL","Non-standard series",NA,"All groups less food group, household energy subgroup, vehicle fuels, & government charges"
"CPIQ.SE9NS2000","2023.09",1277,"FINAL","Non-standard series",NA,"Food and non-alcoholic beverages"
"CPIQ.SE9NS2010","2023.09",1346,"FINAL","Non-standard series",NA,"Alcoholic beverages, tobacco, and narcotics"
"CPIQ.SE9NS2020","2023.09",1066,"FINAL","Non-standard series",NA,"Clothing and footwear"
"CPIQ.SE9NS2030","2023.09",1336,"FINAL","Non-standard series",NA,"Housing, water, electricity, gas, and other fuels"
"CPIQ.SE9NS2040","2023.09",1160,"FINAL","Non-standard series",NA,"Furnishings, household equipment, and"
"CPIQ.SE9NS2050","2023.09",1143,"FINAL","Non-standard series",NA,"Health"
"CPIQ.SE9NS2060","2023.09",1307,"FINAL","Non-standard series",NA,"Transport"
"CPIQ.SE9NS2070","2023.09",872,"FINAL","Non-standard series",NA,"Communication"
"CPIQ.SE9NS2080","2023.09",1125,"FINAL","Non-standard series",NA,"Recreation and culture"
"CPIQ.SE9NS2090","2023.09",1077,"FINAL","Non-standard series",NA,"Education"
"CPIQ.SE9NS2100","2023.09",1371,"FINAL","Non-standard series",NA,"Restaurants and hotels"
"CPIQ.SE9NS2110","2023.09",1236,"FINAL","Non-standard series",NA,"Miscellaneous goods and services"
"CPIQ.SE9NS2120","2023.09",1517,"FINAL","Non-standard series",NA,"Fuels and lubricants for personal transport"
"CPIQ.SE9NS3200","2023.09",1135,"FINAL","Non-standard series",NA,"Interest"
"CPIQ.SE9NS3220","2023.09",1131,"FINAL","Non-standard series",NA,"Mortgage interest"
"CPIQ.SE9NS3260","2023.09",1199,"FINAL","Non-standard series",NA,"Household insurable goods"
"CPIQ.SE9NS3270","2023.09",1203,"FINAL","Non-standard series",NA,"Central and local government charges(1)"
"CPIQ.SE9NS3280","2023.09",1187,"FINAL","Non-standard series",NA,"Alcohol consumed off licensed premises"
"CPIQ.SE9NS3290","2023.09",1236,"FINAL","Non-standard series",NA,"Alcohol consumed on licensed premises"
"CPIQ.SE9NS3300","2023.09",1331,"FINAL","Non-standard series",NA,"Household energy subgroup and vehicle fuels"
"CPIQ.SE9NS3310","2023.09",1490,"FINAL","Non-standard series",NA,"International travel"
"CPIQ.SE9NS4000","2023.09",1.71,"FINAL","Non-standard series",NA,"Quarterly 5 percent trim"
"CPIQ.SE9NS4005","2023.09",1.47,"FINAL","Non-standard series",NA,"Quarterly 10 percent trim"
"CPIQ.SE9NS4006","2023.09",1.78,"FINAL","Non-standard series",NA,"Quarterly 10 percent trim - Tradables"
"CPIQ.SE9NS4007","2023.09",1.45,"FINAL","Non-standard series",NA,"Quarterly 10 percent trim - Non Tradables"
"CPIQ.SE9NS4010","2023.09",1.33,"FINAL","Non-standard series",NA,"Quarterly 15 percent trim"
"CPIQ.SE9NS4015","2023.09",1.2,"FINAL","Non-standard series",NA,"Quarterly 20 percent trim"
"CPIQ.SE9NS4020","2023.09",1.13,"FINAL","Non-standard series",NA,"Quarterly 25 percent trim"
"CPIQ.SE9NS4025","2023.09",1.09,"FINAL","Non-standard series",NA,"Quarterly 30 percent trim"
"CPIQ.SE9NS4100","2023.09",-1.77,"FINAL","Non-standard series",NA,"Quarterly weighted 10th percentile"
"CPIQ.SE9NS4105","2023.09",0,"FINAL","Non-standard series",NA,"Quarterly weighted 25th percentile"
"CPIQ.SE9NS4110","2023.09",0.89,"FINAL","Non-standard series",NA,"Quarterly weighted median"
"CPIQ.SE9NS4111","2023.09",0.7,"FINAL","Non-standard series",NA,"Quarterly weighted median - Tradables"
"CPIQ.SE9NS4112","2023.09",1.03,"FINAL","Non-standard series",NA,"Quarterly weighted median - Non Tradables"
"CPIQ.SE9NS4115","2023.09",2.3,"FINAL","Non-standard series",NA,"Quarterly weighted 75th percentile"
"CPIQ.SE9NS4120","2023.09",7.13,"FINAL","Non-standard series",NA,"Quarterly weighted 90th percentile"
"CPIQ.SE9NS4C50","2023.09",5.68,"FINAL","Non-standard series",NA,"Annual 5 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4C55","2023.09",5.68,"FINAL","Non-standard series",NA,"Annual 10 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4C56","2023.09",4.82,"FINAL","Non-standard series",NA,"Annual 10 percent trim - June 2020 qtr weights - Tradables"
"CPIQ.SE9NS4C57","2023.09",5.98,"FINAL","Non-standard series",NA,"Annual 10 percent trim - June 2020 qtr weights - Non-Tradables"
"CPIQ.SE9NS4C60","2023.09",5.62,"FINAL","Non-standard series",NA,"Annual 15 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4C65","2023.09",5.58,"FINAL","Non-standard series",NA,"Annual 20 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4C70","2023.09",5.56,"FINAL","Non-standard series",NA,"Annual 25 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4C75","2023.09",5.54,"FINAL","Non-standard series",NA,"Annual 30 percent trim - June 2020 qtr weights"
"CPIQ.SE9NS4D50","2023.09",0.81,"FINAL","Non-standard series",NA,"Annual weighted 10th percentile - June 2020 qtr weights"
"CPIQ.SE9NS4D55","2023.09",3.75,"FINAL","Non-standard series",NA,"Annual weighted 25th percentile - June 2020 qtr weights"
"CPIQ.SE9NS4D60","2023.09",5.03,"FINAL","Non-standard series",NA,"Annual weighted median - June 2020 qtr weights"
"CPIQ.SE9NS4D61","2023.09",3.99,"FINAL","Non-standard series",NA,"Annual weighted median - June 2020 qtr weights - Tradables"
"CPIQ.SE9NS4D62","2023.09",5.03,"FINAL","Non-standard series",NA,"Annual weighted median - June 2020 qtr weights - Non-Tradables"
"CPIQ.SE9NS4D65","2023.09",8.25,"FINAL","Non-standard series",NA,"Annual weighted 75th percentile - June 2020 qtr weights"
"CPIQ.SE9NS4D70","2023.09",11.26,"FINAL","Non-standard series",NA,"Annual weighted 90th percentile - June 2020 qtr weights"
"CPIQ.SE9NS6000","2023.09",1201,"FINAL","Non-standard series",NA,"Tradable All Groups"
"CPIQ.SE9NS6000AC","2023.09",4.7,"FINAL","Non-standard series",NA,"Tradable All Groups"
"CPIQ.SE9NS6000PC","2023.09",1.8,"FINAL","Non-standard series",NA,"Tradable All Groups"
"CPIQ.SE9NS6010","2023.09",1165,"FINAL","Non-standard series",NA,"Tradables less vehicle fuels(2)(3)"
"CPIQ.SE9NS6020","2023.09",1178,"FINAL","Non-standard series",NA,"All groups tradables less food group"
"CPIQ.SE9NS6030","2023.09",1125,"FINAL","Non-standard series",NA,"All groups tradables less food group and vehicle fuels"
"CPIQ.SE9NS6500","2023.09",1294,"FINAL","Non-standard series",NA,"Non-Tradable All Groups"
"CPIQ.SE9NS6500AC","2023.09",6.3,"FINAL","Non-standard series",NA,"Non-Tradable All Groups"
"CPIQ.SE9NS6500PC","2023.09",1.7,"FINAL","Non-standard series",NA,"Non-Tradable All Groups"
"CPIQ.SE9NS6510","2023.09",1260,"FINAL","Non-standard series",NA,"Non-tradables less housing and household utilities group(4)"
"CPIQ.SE9NS6520","2023.09",1258,"FINAL","Non-standard series",NA,"Non-tradables less purchase of new housing class(4)"
"CPIQ.SE9NS6530","2023.09",1263,"FINAL","Non-standard series",NA,"All grps non-tradables less rentals for housing, home ownership, & property maint subgrps"
"CPIQ.SE9NS6570","2023.09",1315,"FINAL","Non-standard series",NA,"Non-tradables less central and local government charges(4)"
"CPIQ.SE9NS6580","2023.09",1282,"FINAL","Non-standard series",NA,"Non-tradables less cigarettes and tobacco subgroup(4)"
"CPIQ.SE9NS6590","2023.09",1299,"FINAL","Non-standard series",NA,"Non-tradables less central and local government charges and"
"CPIQ.SE9NS8101","2023.09",1307,"FINAL","Non-standard series",NA,"Actual rentals for housing, New Zealand less Auckland"
"CPIQ.SE9NS8102","2023.09",1237,"FINAL","Non-standard series",NA,"Actual rentals for housing, New Zealand less Canterbury"
"CPIQ.SE9NS8201","2023.09",1507,"FINAL","Non-standard series",NA,"Purchase of housing, New Zealand less Auckland"
"CPIQ.SE9NS8202","2023.09",1568,"FINAL","Non-standard series",NA,"Purchase of housing, New Zealand less Canterbury"
"CPIQ.SE9S01","2023.09",1285,"FINAL","CPI seasonal adjusted","Group","Food"
"CPIQ.SE9S011","2023.09",1250,"FINAL","CPI seasonal adjusted","Subgroup","Fruit and vegetables"
"CPIQ.SE9S01101","2023.09",1265,"FINAL","CPI seasonal adjusted","Class","Fruit"
"CPIQ.SE9S01102","2023.09",1242,"FINAL","CPI seasonal adjusted","Class","Vegetables"
"CPIQ.SE9S012",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Meat, poultry and fish"
"CPIQ.SE9S01201",NA,NA,NA,"CPI seasonal adjusted","Class","Meat and poultry"
"CPIQ.SE9S01202",NA,NA,NA,"CPI seasonal adjusted","Class","Fish and other seafood"
"CPIQ.SE9S013",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Grocery food"
"CPIQ.SE9S01301",NA,NA,NA,"CPI seasonal adjusted","Class","Bread and cereals"
"CPIQ.SE9S01302",NA,NA,NA,"CPI seasonal adjusted","Class","Milk, cheese and eggs"
"CPIQ.SE9S01303",NA,NA,NA,"CPI seasonal adjusted","Class","Oils and fats"
"CPIQ.SE9S01304","2023.09",1244,"FINAL","CPI seasonal adjusted","Class","Food additives and condiments"
"CPIQ.SE9S01305",NA,NA,NA,"CPI seasonal adjusted","Class","Confectionery, nuts and snacks"
"CPIQ.SE9S01306","2023.09",1242,"FINAL","CPI seasonal adjusted","Class","Other grocery food"
"CPIQ.SE9S014",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9S01401",NA,NA,NA,"CPI seasonal adjusted","Class","Coffee, tea and other hot drinks"
"CPIQ.SE9S01402",NA,NA,NA,"CPI seasonal adjusted","Class","Soft drinks, waters and juices"
"CPIQ.SE9S015",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9S01501",NA,NA,NA,"CPI seasonal adjusted","Class","Restaurant meals"
"CPIQ.SE9S01502",NA,NA,NA,"CPI seasonal adjusted","Class","Ready-to-eat food"
"CPIQ.SE9S02","2023.09",1328,"FINAL","CPI seasonal adjusted","Group","Alcoholic beverages and tobacco"
"CPIQ.SE9S021",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Alcoholic beverages"
"CPIQ.SE9S02101",NA,NA,NA,"CPI seasonal adjusted","Class","Beer"
"CPIQ.SE9S02102",NA,NA,NA,"CPI seasonal adjusted","Class","Wine"
"CPIQ.SE9S02103",NA,NA,NA,"CPI seasonal adjusted","Class","Spirits and liqueurs"
"CPIQ.SE9S022","2023.09",1557,"FINAL","CPI seasonal adjusted","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9S02200","2023.09",1557,"FINAL","CPI seasonal adjusted","Class","Cigarettes and tobacco"
"CPIQ.SE9S03","2023.09",1064,"FINAL","CPI seasonal adjusted","Group","Clothing and footwear"
"CPIQ.SE9S031",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Clothing"
"CPIQ.SE9S03102",NA,NA,NA,"CPI seasonal adjusted","Class","Men's clothing"
"CPIQ.SE9S03103",NA,NA,NA,"CPI seasonal adjusted","Class","Women's clothing"
"CPIQ.SE9S03104",NA,NA,NA,"CPI seasonal adjusted","Class","Children's and infants' clothing"
"CPIQ.SE9S03105",NA,NA,NA,"CPI seasonal adjusted","Class","Clothing accessories"
"CPIQ.SE9S03106",NA,NA,NA,"CPI seasonal adjusted","Class","Knitting and sewing supplies"
"CPIQ.SE9S03107",NA,NA,NA,"CPI seasonal adjusted","Class","Clothing services"
"CPIQ.SE9S032","2023.09",1067,"FINAL","CPI seasonal adjusted","Subgroup","Footwear"
"CPIQ.SE9S03202","2023.09",1074,"FINAL","CPI seasonal adjusted","Class","Men's footwear"
"CPIQ.SE9S03203",NA,NA,NA,"CPI seasonal adjusted","Class","Women's footwear"
"CPIQ.SE9S03204",NA,NA,NA,"CPI seasonal adjusted","Class","Children's and infants' footwear"
"CPIQ.SE9S04",NA,NA,NA,"CPI seasonal adjusted","Group","Housing and household utilities"
"CPIQ.SE9S041",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Actual rentals for housing"
"CPIQ.SE9S04101","2023.09",1231,"FINAL","CPI seasonal adjusted","Class","Actual rentals for housing"
"CPIQ.SE9S042",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Home ownership"
"CPIQ.SE9S04201",NA,NA,NA,"CPI seasonal adjusted","Class","Purchase of housing"
"CPIQ.SE9S043",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Property maintenance"
"CPIQ.SE9S04301","2023.09",1266,"FINAL","CPI seasonal adjusted","Class","Property maintenance materials"
"CPIQ.SE9S04302","2023.09",1310,"FINAL","CPI seasonal adjusted","Class","Property maintenance services"
"CPIQ.SE9S044",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Property rates and related services"
"CPIQ.SE9S04401",NA,NA,NA,"CPI seasonal adjusted","Class","Water supply"
"CPIQ.SE9S04402",NA,NA,NA,"CPI seasonal adjusted","Class","Refuse disposal and recycling"
"CPIQ.SE9S04403",NA,NA,NA,"CPI seasonal adjusted","Class","Local authority rates and payments"
"CPIQ.SE9S04404",NA,NA,NA,"CPI seasonal adjusted","Class","Other property related services"
"CPIQ.SE9S045","2023.09",1118,"FINAL","CPI seasonal adjusted","Subgroup","Household energy"
"CPIQ.SE9S04501","2023.09",1097,"FINAL","CPI seasonal adjusted","Class","Electricity"
"CPIQ.SE9S04502",NA,NA,NA,"CPI seasonal adjusted","Class","Gas"
"CPIQ.SE9S04503","2023.09",1336,"FINAL","CPI seasonal adjusted","Class","Solid fuels"
"CPIQ.SE9S05",NA,NA,NA,"CPI seasonal adjusted","Group","Household contents and services"
"CPIQ.SE9S051",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Furniture, furnishings and floor coverings"
"CPIQ.SE9S05101",NA,NA,NA,"CPI seasonal adjusted","Class","Furniture and furnishings"
"CPIQ.SE9S05102",NA,NA,NA,"CPI seasonal adjusted","Class","Carpets and other floor coverings"
"CPIQ.SE9S052",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Household textiles"
"CPIQ.SE9S05200",NA,NA,NA,"CPI seasonal adjusted","Class","Household textiles"
"CPIQ.SE9S053",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Household appliances"
"CPIQ.SE9S05301",NA,NA,NA,"CPI seasonal adjusted","Class","Major household appliances"
"CPIQ.SE9S05302",NA,NA,NA,"CPI seasonal adjusted","Class","Small electrical household appliances"
"CPIQ.SE9S05303",NA,NA,NA,"CPI seasonal adjusted","Class","Repair and hire of household appliances"
"CPIQ.SE9S054",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Glassware, tableware and household utensils"
"CPIQ.SE9S05400",NA,NA,NA,"CPI seasonal adjusted","Class","Glassware, tableware and household utensils"
"CPIQ.SE9S055",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Tools and equipment for house and garden"
"CPIQ.SE9S05501",NA,NA,NA,"CPI seasonal adjusted","Class","Major tools and equipment for the house and garden"
"CPIQ.SE9S05502",NA,NA,NA,"CPI seasonal adjusted","Class","Small tools and accessories for the house and gard"
"CPIQ.SE9S056",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Other household supplies and services"
"CPIQ.SE9S05601",NA,NA,NA,"CPI seasonal adjusted","Class","Cleaning products and other household supplies"
"CPIQ.SE9S05602",NA,NA,NA,"CPI seasonal adjusted","Class","Other household services"
"CPIQ.SE9S06",NA,NA,NA,"CPI seasonal adjusted","Group","Health"
"CPIQ.SE9S061",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Medical products, appliances and equipment"
"CPIQ.SE9S06101",NA,NA,NA,"CPI seasonal adjusted","Class","Pharmaceutical products"
"CPIQ.SE9S06102",NA,NA,NA,"CPI seasonal adjusted","Class","Other medical products"
"CPIQ.SE9S06103",NA,NA,NA,"CPI seasonal adjusted","Class","Therapeutic appliances and equipment"
"CPIQ.SE9S062",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Out-patient services"
"CPIQ.SE9S06201",NA,NA,NA,"CPI seasonal adjusted","Class","Medical services"
"CPIQ.SE9S06202",NA,NA,NA,"CPI seasonal adjusted","Class","Dental services"
"CPIQ.SE9S06203",NA,NA,NA,"CPI seasonal adjusted","Class","Paramedical services"
"CPIQ.SE9S063","2023.09",1349,"FINAL","CPI seasonal adjusted","Subgroup","Hospital services"
"CPIQ.SE9S06300","2023.09",1349,"FINAL","CPI seasonal adjusted","Class","Hospital services"
"CPIQ.SE9S07",NA,NA,NA,"CPI seasonal adjusted","Group","Transport"
"CPIQ.SE9S071","2023.09",1124,"FINAL","CPI seasonal adjusted","Subgroup","Purchase of vehicles"
"CPIQ.SE9S07101",NA,NA,NA,"CPI seasonal adjusted","Class","Purchase of new motor cars"
"CPIQ.SE9S07102","2023.09",1190,"FINAL","CPI seasonal adjusted","Class","Purchase of second-hand motor cars"
"CPIQ.SE9S07103",NA,NA,NA,"CPI seasonal adjusted","Class","Purchase of motorcycles"
"CPIQ.SE9S07104",NA,NA,NA,"CPI seasonal adjusted","Class","Purchase of bicycles"
"CPIQ.SE9S072",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Private transport supplies and services"
"CPIQ.SE9S07201",NA,NA,NA,"CPI seasonal adjusted","Class","Vehicle parts and accessories"
"CPIQ.SE9S07202",NA,NA,NA,"CPI seasonal adjusted","Class","Petrol"
"CPIQ.SE9S07203",NA,NA,NA,"CPI seasonal adjusted","Class","Other vehicle fuels and lubricants"
"CPIQ.SE9S07204",NA,NA,NA,"CPI seasonal adjusted","Class","Vehicle servicing and repairs"
"CPIQ.SE9S07205",NA,NA,NA,"CPI seasonal adjusted","Class","Other private transport services"
"CPIQ.SE9S073","2023.09",1306,"FINAL","CPI seasonal adjusted","Subgroup","Passenger transport services"
"CPIQ.SE9S07301",NA,NA,NA,"CPI seasonal adjusted","Class","Rail passenger transport"
"CPIQ.SE9S07302","2023.09",1057,"FINAL","CPI seasonal adjusted","Class","Road passenger transport"
"CPIQ.SE9S07303",NA,NA,NA,"CPI seasonal adjusted","Class","Domestic air transport"
"CPIQ.SE9S07304","2023.09",1559,"FINAL","CPI seasonal adjusted","Class","International air transport"
"CPIQ.SE9S07305",NA,NA,NA,"CPI seasonal adjusted","Class","Sea passenger transport"
"CPIQ.SE9S08",NA,NA,NA,"CPI seasonal adjusted","Group","Communication"
"CPIQ.SE9S081",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Postal services"
"CPIQ.SE9S08100",NA,NA,NA,"CPI seasonal adjusted","Class","Postal services"
"CPIQ.SE9S082",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Telecommunication equipment"
"CPIQ.SE9S08200",NA,NA,NA,"CPI seasonal adjusted","Class","Telecommunication equipment"
"CPIQ.SE9S083",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Telecommunication services"
"CPIQ.SE9S08300",NA,NA,NA,"CPI seasonal adjusted","Class","Telecommunication services"
"CPIQ.SE9S09","2023.09",1197,"FINAL","CPI seasonal adjusted","Group","Recreation and culture"
"CPIQ.SE9S091",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9S09101",NA,NA,NA,"CPI seasonal adjusted","Class","Audio-visual equipment"
"CPIQ.SE9S09102",NA,NA,NA,"CPI seasonal adjusted","Class","Computing equipment"
"CPIQ.SE9S09103",NA,NA,NA,"CPI seasonal adjusted","Class","Recording media"
"CPIQ.SE9S092",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9S09200",NA,NA,NA,"CPI seasonal adjusted","Class","Major recreational and cultural equipment"
"CPIQ.SE9S093",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9S09301",NA,NA,NA,"CPI seasonal adjusted","Class","Games, toys and hobbies"
"CPIQ.SE9S09302","2023.09",1090,"FINAL","CPI seasonal adjusted","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE9S09303",NA,NA,NA,"CPI seasonal adjusted","Class","Plants, flowers and gardening supplies"
"CPIQ.SE9S09304",NA,NA,NA,"CPI seasonal adjusted","Class","Pet-related products"
"CPIQ.SE9S094","2023.09",1122,"FINAL","CPI seasonal adjusted","Subgroup","Recreational and cultural services"
"CPIQ.SE9S09401",NA,NA,NA,"CPI seasonal adjusted","Class","Recreational and sporting services"
"CPIQ.SE9S09402","2023.09",1008,"FINAL","CPI seasonal adjusted","Class","Cultural services"
"CPIQ.SE9S09403",NA,NA,NA,"CPI seasonal adjusted","Class","Veterinary services"
"CPIQ.SE9S095","2023.09",1284,"FINAL","CPI seasonal adjusted","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9S09501",NA,NA,NA,"CPI seasonal adjusted","Class","Books"
"CPIQ.SE9S09502",NA,NA,NA,"CPI seasonal adjusted","Class","Newspapers and magazines"
"CPIQ.SE9S09504","2023.09",1253,"FINAL","CPI seasonal adjusted","Class","Stationery and drawing materials"
"CPIQ.SE9S096","2023.09",1643,"FINAL","CPI seasonal adjusted","Subgroup","Accommodation services"
"CPIQ.SE9S10",NA,NA,NA,"CPI seasonal adjusted","Group","Education"
"CPIQ.SE9S101",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Early childhood education"
"CPIQ.SE9S10100",NA,NA,NA,"CPI seasonal adjusted","Class","Early childhood education"
"CPIQ.SE9S102",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Primary and secondary education"
"CPIQ.SE9S10200",NA,NA,NA,"CPI seasonal adjusted","Class","Primary and secondary education"
"CPIQ.SE9S103",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Tertiary and other post school education"
"CPIQ.SE9S10300",NA,NA,NA,"CPI seasonal adjusted","Class","Tertiary and other post school education"
"CPIQ.SE9S104",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Other educational fees"
"CPIQ.SE9S10400",NA,NA,NA,"CPI seasonal adjusted","Class","Other educational fees"
"CPIQ.SE9S11",NA,NA,NA,"CPI seasonal adjusted","Group","Miscellaneous goods and services"
"CPIQ.SE9S111",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Personal care"
"CPIQ.SE9S11101",NA,NA,NA,"CPI seasonal adjusted","Class","Hairdressing and personal grooming services"
"CPIQ.SE9S11102",NA,NA,NA,"CPI seasonal adjusted","Class","Electrical appliances for personal care"
"CPIQ.SE9S11103",NA,NA,NA,"CPI seasonal adjusted","Class","Other appliances, articles and products for person"
